84.18.224.0/19,GB,GB-ENG,,
85.208.12.0/22,GB,GB-ENG,,
91.193.8.0/22,GB,GB-ENG,,
149.50.0.0/19,GB,GB-ENG,,
149.71.128.0/19,GB,GB-ENG,,
149.102.32.0/19,GB,GB-ENG,,
149.102.160.0/19,GB,GB-ENG,,
2a09:8040::/29,GB,GB-ENG,,
